Ordem,UF,Municipio ,Cidade,Admin,Escola,N_alunos,N_participantes,P_Participantes,NSE,NSE,Nivel_Docente,Media_30melhores,Media
1762,SP,SAO PAULO,capital,Estadual,JOSE HEITOR CARUSI PROFESSOR,150,94,62.67,Alto,Alto ou Muito Alto,75.7,584.55,514.31
1763,SP,OSASCO,interior,Privada,PAPA MIKE COLEGIO UNIDADE I,22,14,63.64,Alto,Alto ou Muito Alto,53.2,NaN,514.26
1764,SP,SAO BERNARDO DO CAMPO,interior,Privada,EL-SHADAY COLEGIO,31,24,77.42,Alto,Alto ou Muito Alto,49.4,NaN,514.25
1765,SP,INDAIATUBA,interior,Estadual,SAO NICOLAU DE FLUE,66,34,51.52,M‚dio Alto,M‚dio ou M‚dio Alto,60.4,525.96,514.24
1766,SP,SAO PAULO,capital,Estadual,IRENE DE LIMA PAIVA PROFESSORA,111,78,70.27,Alto,Alto ou Muito Alto,50,569.74,514.16
1767,SP,SAO PAULO,capital,Estadual,RAUL FONSECA,123,78,63.41,M‚dio Alto,M‚dio ou M‚dio Alto,58.3,569.58,514.14
1768,SP,INDAIATUBA,interior,Privada,CONQUISTA COLEGIO,46,33,71.74,Muito Alto,Alto ou Muito Alto,59.1,527.89,514.09
1769,SP,RIO CLARO,interior,Privada,SESI 083 CENTRO EDUCACIONAL,59,54,91.53,Alto,Alto ou Muito Alto,52.9,557.64,514.04
1770,SP,SANTOS,interior,Estadual,MARQUES DE SAO VICENTE,91,56,61.54,M‚dio Alto,M‚dio ou M‚dio Alto,60.7,558.55,514.03
1771,SP,SAO PAULO,capital,Estadual,ANA ROSA DE ARAUJO DONA,145,92,63.45,M‚dio Alto,M‚dio ou M‚dio Alto,57.6,580.27,514.01
1772,SP,MOGI DAS CRUZES,interior,Estadual,GABRIEL PEREIRA,57,36,63.16,M‚dio Alto,M‚dio ou M‚dio Alto,51.3,533.62,513.98
1773,SP,AMERICANA,interior,Privada,DOM PEDRO II COLEGIO,195,119,61.03,Alto,Alto ou Muito Alto,61.8,586.89,513.96
1774,SP,SAO PAULO,capital,Privada,JARDIM ANALIA FRANCO COLEGIO,29,15,51.72,Muito Alto,Alto ou Muito Alto,65.2,NaN,513.93
1775,SP,TAUBATE,interior,Privada,SESI 411 CENTRO EDUCACIONAL,62,46,74.19,Alto,Alto ou Muito Alto,84.6,556.62,513.8
1776,SP,ITUPEVA,interior,Privada,TREVO COLEGIO,29,22,75.86,Alto,Alto ou Muito Alto,68.6,NaN,513.8
1777,SP,SAO JOSE DOS CAMPOS,interior,Estadual,BENEDITO MATARAZZO DEPUTADO,97,68,70.1,M‚dio Alto,M‚dio ou M‚dio Alto,75.9,569.44,513.79
1778,SP,BORBOREMA,interior,Privada,ABC JUNIOR COLEGIO,12,12,100,Alto,Alto ou Muito Alto,66,NaN,513.64
1779,SP,SAO PAULO,capital,Privada,AMORIM COLEGIO,26,22,84.62,Alto,Alto ou Muito Alto,40.5,NaN,513.63
1780,SP,SAO PAULO,capital,Privada,FILOMENA DE MARCO COLEGIO UNIDADE II,41,22,53.66,Alto,Alto ou Muito Alto,30.5,NaN,513.62
1781,SP,CAMPINAS,interior,Estadual,MARIA DE LOURDES CAMPOS FREIRE MARQUES PROFESSORA,84,47,55.95,M‚dio Alto,M‚dio ou M‚dio Alto,64.5,548.72,513.62
1782,SP,MOCOCA,interior,Estadual,JOAO BAPTISTA DE LIMA FIGUEIREDO ETE,153,131,85.62,M‚dio Alto,M‚dio ou M‚dio Alto,53.8,604.13,513.62
1783,SP,RIBEIRAO PRETO,interior,Estadual,SEBASTIAO FERNANDES PALMA PROFESSOR,115,73,63.48,M‚dio Alto,M‚dio ou M‚dio Alto,57.1,570.82,513.57
1784,SP,CATANDUVA,interior,Estadual,NICOLA MASTROCOLA,48,24,50,M‚dio Alto,M‚dio ou M‚dio Alto,52.6,NaN,513.57
1785,SP,SAO PAULO,capital,Privada,SAO FRANCISCO COLEGIO,15,8,53.33,Alto,Alto ou Muito Alto,47.1,NaN,513.53
1786,SP,CAMPINAS,interior,Estadual,JOAO NERY DOM,95,53,55.79,Alto,Alto ou Muito Alto,53.2,552.72,513.5
1787,SP,ITUPEVA,interior,Privada,CIDADE DE ITUPEVA COLEGIO,13,8,61.54,Alto,Alto ou Muito Alto,50,NaN,513.48
1788,SP,TUPA,interior,Privada,SELETIVO CURSO E COLEGIO,32,29,90.63,Alto,Alto ou Muito Alto,37.3,NaN,513.44
1789,SP,SAO PAULO,capital,Privada,POP COLEGIO ESCOLA PSG E SUPLETIVOS,95,73,76.84,Alto,Alto ou Muito Alto,40.3,570.83,513.42
1790,SP,JACAREI,interior,Privada,UNIVAP VILA BRANCA COLEGIO TECNICO,79,51,64.56,Alto,Alto ou Muito Alto,80,551.3,513.41
1791,SP,SAO PAULO,capital,Privada,10 DE MAIO COLEGIO,14,12,85.71,Alto,Alto ou Muito Alto,46.2,NaN,513.41
1792,SP,SAO PAULO,capital,Privada,MONTE CASTELO COLEGIO,63,43,68.25,Alto,Alto ou Muito Alto,40.8,543.36,513.4
1793,SP,MOGI GUACU,interior,Estadual,ZENAIDE FRANCO DE FARIA MELLO PROFA,15,9,60,M‚dio Alto,M‚dio ou M‚dio Alto,58.3,NaN,513.39
1794,SP,SANTOS,interior,Estadual,SUETONIO BITTENCOURT JUNIOR PROFESSOR,171,130,76.02,M‚dio Alto,M‚dio ou M‚dio Alto,56.8,582.02,513.35
1795,SP,SAO PAULO,capital,Privada,PRIGULE COLEGIO,84,54,64.29,Alto,Alto ou Muito Alto,57.3,557.48,513.34
1796,SP,PIRACICABA,interior,Privada,COLEGIO LUXON EIEFEM,29,23,79.31,Alto,Alto ou Muito Alto,70,NaN,513.33
1797,SP,SAO ROQUE,interior,Privada,DOM PEDRO I COLEGIO,15,11,73.33,Alto,Alto ou Muito Alto,52.4,NaN,513.32
1798,SP,SAO PAULO,capital,Estadual,MARTIM FRANCISCO,186,100,53.76,M‚dio Alto,M‚dio ou M‚dio Alto,55.4,571.24,513.27
1799,SP,GUARULHOS,interior,Privada,UNICULTURA COLEGIO,31,17,54.84,Muito Alto,Alto ou Muito Alto,37.9,NaN,513.27
1800,SP,SOROCABA,interior,Estadual,AGGEO PEREIRA DO AMARAL PROFESSOR,148,91,61.49,Alto,Alto ou Muito Alto,76,569.94,513.26
1801,SP,SANTO ANDRE,interior,Estadual,JOAO GALEAO CARVALHAL SENADOR,187,138,73.8,Alto,Alto ou Muito Alto,67.5,587.45,513.26
1802,SP,SANTO ANDRE,interior,Privada,CENTRAL CASA BRANCA COLEGIO,22,17,77.27,Alto,Alto ou Muito Alto,23.7,NaN,513.26
1803,SP,VARGEM GRANDE PAULISTA,interior,Privada,CRIATIVA ESCOLA DE EIEEF,13,10,76.92,Alto,Alto ou Muito Alto,60,NaN,513.25
1804,SP,SAO JOSE DO RIO PRETO,interior,Privada,LICEU SAO JOSE DO RIO PRETO COLEGIO,49,44,89.8,Alto,Alto ou Muito Alto,46.3,548.99,513.21
1805,SP,ARACATUBA,interior,Privada,SESI 351 CENTRO EDUCACIONAL,22,17,77.27,Alto,Alto ou Muito Alto,38.5,NaN,513.15
1806,SP,LEME,interior,Privada,SESI 208 CENTRO EDUCACIONAL,24,21,87.5,Alto,Alto ou Muito Alto,92.3,NaN,513.11
1807,SP,AMERICO BRASILIENSE,interior,Privada,RAIO DE SOL CENTRO EDUCACIONAL,16,10,62.5,Alto,Alto ou Muito Alto,30.8,NaN,513.07
1808,SP,SAO PAULO,capital,Privada,SESI 434 CENTRO EDUCACIONAL,52,37,71.15,M‚dio Alto,M‚dio ou M‚dio Alto,56.4,532.83,513.01
1809,SP,GUARATINGUETA,interior,Privada,GUTENBERG ESCOLA EDUCACAO INFANTIL ENSINO FUNDAMENTL E MEDIO,12,6,50,Alto,Alto ou Muito Alto,69.2,NaN,513
1810,SP,MONTE ALTO,interior,Privada,ESCOLA DEODORO DE ARRUDA CAMPOS,16,13,81.25,Alto,Alto ou Muito Alto,62.7,NaN,512.9
1811,SP,SAO PAULO,capital,Estadual,RUY BARBOSA CONSELHEIRO,139,76,54.68,Alto,Alto ou Muito Alto,54.9,577.54,512.89
1812,SP,GUARULHOS,interior,Privada,PARQUE CONTINENTAL EXTERNATO,22,17,77.27,Alto,Alto ou Muito Alto,53.8,NaN,512.78
1813,SP,CAMPINAS,interior,Privada,SAGRADO CORACAO DE JESUS COLEGIO,73,38,52.05,Muito Alto,Alto ou Muito Alto,48.3,538.21,512.73
1814,SP,SAO PAULO,capital,Privada,META LUX COLEGIO,35,19,54.29,Alto,Alto ou Muito Alto,40.7,NaN,512.62
1815,SP,JACAREI,interior,Estadual,JOAO CRUZ PROF,125,88,70.4,Alto,Alto ou Muito Alto,68,578.96,512.61
1816,SP,AGUDOS,interior,Privada,SESI 114 CENTRO EDUCACIONAL,26,25,96.15,M‚dio Alto,M‚dio ou M‚dio Alto,76.9,NaN,512.59
1817,SP,CABREUVA,interior,Estadual,VITORIO TOGNI CAPITAO,84,57,67.86,M‚dio Alto,M‚dio ou M‚dio Alto,58.3,560.29,512.58
1818,SP,SAO BERNARDO DO CAMPO,interior,Estadual,ANTONIO NASCIMENTO PROFESSOR,58,38,65.52,M‚dio Alto,M‚dio ou M‚dio Alto,48.5,538,512.57
1819,SP,MAUA,interior,Privada,METODO COLEGIO,53,28,52.83,Alto,Alto ou Muito Alto,89.2,NaN,512.41
1820,SP,SAO JOAQUIM DA BARRA,interior,Privada,LICEU PAULO FREIRE,22,16,72.73,M‚dio Alto,M‚dio ou M‚dio Alto,66.7,NaN,512.38
1821,SP,SAO CAETANO DO SUL,interior,Estadual,MARIA DA CONCEICAO MOURA BRANCO PROFESSORA,105,74,70.48,Alto,Alto ou Muito Alto,70.2,567.47,512.37
1822,SP,ITAPECERICA DA SERRA,interior,Estadual,PORCINO RODRIGUES PROF,141,94,66.67,M‚dio Alto,M‚dio ou M‚dio Alto,38.6,576.4,512.34
1823,SP,BAURU,interior,Privada,PAULO PETRUZZELLIS PDE COLEGIO ROGACIONISTA EEIEF E MEDIO,13,11,84.62,M‚dio Alto,M‚dio ou M‚dio Alto,61.5,NaN,512.29
1824,SP,SAO PAULO,capital,Privada,BILAC COLEGIO,19,11,57.89,Muito Alto,Alto ou Muito Alto,61.1,NaN,512.28
1825,SP,ITAPIRA,interior,Privada,EMENTA OBJETIVO ITAPIRA COLEGIO,23,19,82.61,Alto,Alto ou Muito Alto,70.1,NaN,512.23
1826,SP,SAO JOSE DOS CAMPOS,interior,Estadual,JENI DAVI BACHA PROFESSORA,37,20,54.05,M‚dio,M‚dio ou M‚dio Alto,72.9,NaN,512.19
1827,SP,SAO CAETANO DO SUL,interior,Estadual,YOLANDA ASCENCIO PROFESSORA,91,62,68.13,Alto,Alto ou Muito Alto,56.1,560.76,512.08
1828,SP,ITUVERAVA,interior,Privada,VAN GOGH LICEU ESCOLA DE ENSINO FUNDAMENTAL E MEDIO,17,16,94.12,Muito Alto,Alto ou Muito Alto,73.7,NaN,512.04
1829,SP,MATAO,interior,Estadual,SYLVIO DE MATTOS CARVALHO PROF DR ETE,76,59,77.63,M‚dio Alto,M‚dio ou M‚dio Alto,47.1,561.24,511.94
1830,SP,PRAIA GRANDE,interior,Privada,ATENAS ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL,13,8,61.54,Alto,Alto ou Muito Alto,50,NaN,511.9
1831,SP,PRAIA GRANDE,interior,Privada,FORTEC ESCOLA TECNICA UNIDADE II,49,31,63.27,M‚dio Alto,M‚dio ou M‚dio Alto,47.3,515.53,511.86
1832,SP,RIBEIRAO PIRES,interior,Estadual,RUTH NEVES SANT ANNA PROFESSORA,75,50,66.67,M‚dio Alto,M‚dio ou M‚dio Alto,41.4,554.18,511.76
1833,SP,POA,interior,Estadual,SIMON SWITZAR PADRE,231,124,53.68,M‚dio Alto,M‚dio ou M‚dio Alto,56.4,578.65,511.69
1834,SP,CAMPINAS,interior,Estadual,LUIZ GALHARDO PROFESSOR,44,26,59.09,M‚dio Alto,M‚dio ou M‚dio Alto,60,NaN,511.56
1835,SP,SAO JOSE DO RIO PRETO,interior,Estadual,JOSE FELICIO MIZIARA PROFESSOR,142,102,71.83,M‚dio Alto,M‚dio ou M‚dio Alto,71.2,578.52,511.53
1836,SP,PINDAMONHANGABA,interior,Estadual,ALFREDO PUJOL DOUTOR,196,150,76.53,M‚dio Alto,M‚dio ou M‚dio Alto,80.8,585.39,511.5
1837,SP,MARILIA,interior,Privada,ESQUEMA UNICO COLEGIO,129,96,74.42,Alto,Alto ou Muito Alto,51.7,585.01,511.5
1838,SP,BARRETOS,interior,Privada,COLEGIO E ESCOLA TECNICA DA FUNDACAO,53,40,75.47,Alto,Alto ou Muito Alto,55.3,537.37,511.47
1839,SP,SOROCABA,interior,Estadual,JULIO PRESTES DE ALBUQUERQUE DOUTOR,206,118,57.28,M‚dio Alto,M‚dio ou M‚dio Alto,67.8,583.85,511.33
1840,SP,MOGI DAS CRUZES,interior,Estadual,FRANCISCO FERREIRA LOPES,302,170,56.29,M‚dio Alto,M‚dio ou M‚dio Alto,60.9,603.09,511.33
1841,SP,RIO CLARO,interior,Estadual,MICHEL ANTONIO ALEM PROFESSOR,106,60,56.6,M‚dio Alto,M‚dio ou M‚dio Alto,55.1,554.05,511.33
1842,SP,SAO PAULO,capital,Privada,PEDROSO E OLIVEIRA COLEGIO,46,28,60.87,Muito Alto,Alto ou Muito Alto,33.8,NaN,511.24
1843,SP,BEBEDOURO,interior,Estadual,IDIO ZUCCHI PROFESSOR ETEC,116,99,85.34,M‚dio Alto,M‚dio ou M‚dio Alto,61.1,584.12,511.24
1844,SP,SAO PAULO,capital,Estadual,NOSSA SENHORA DA PENHA,385,286,74.29,M‚dio Alto,M‚dio ou M‚dio Alto,52.4,605.61,511.22
1845,SP,IBIUNA,interior,Privada,COUNTRY KIDS SCHOOL,25,20,80,Alto,Alto ou Muito Alto,38.7,NaN,511.22
1846,SP,SAO PAULO,capital,Estadual,ASCENDINO REIS PROFESSOR,535,326,60.93,M‚dio Alto,M‚dio ou M‚dio Alto,60.1,611.94,511.2
1847,SP,ARACATUBA,interior,Privada,COLEGIO EXTENSAO DE ARACATUBA,22,18,81.82,Alto,Alto ou Muito Alto,74.3,NaN,511.17
1848,SP,SAO PAULO,capital,Privada,AUGUSTO DOMINGUES ALVES MAIA PROF COLEGIO,39,26,66.67,Alto,Alto ou Muito Alto,51,NaN,511.05
1849,SP,INDAIATUBA,interior,Estadual,JOSE DE CAMARGO BARROS DOM,228,118,51.75,M‚dio Alto,M‚dio ou M‚dio Alto,56.4,584.11,511.01
1850,SP,SAO BERNARDO DO CAMPO,interior,Estadual,20 DE AGOSTO,96,61,63.54,Alto,Alto ou Muito Alto,47.1,552.89,510.97
1851,SP,SAO CARLOS,interior,Estadual,CONDE DO PINHAL,36,28,77.78,Alto,Alto ou Muito Alto,68,NaN,510.95
1852,SP,SAO PAULO,capital,Estadual,ANTONIO LISBOA PROFESSOR,40,20,50,M‚dio Alto,M‚dio ou M‚dio Alto,41.7,NaN,510.92
1853,SP,CAIEIRAS,interior,Privada,INTERATE COLEGIO,16,10,62.5,M‚dio Alto,M‚dio ou M‚dio Alto,32.4,NaN,510.86
1854,SP,AMPARO,interior,Privada,SESI 356 CENTRO EDUCACIONAL,23,22,95.65,Alto,Alto ou Muito Alto,84.3,NaN,510.85
1855,SP,SAO PAULO,capital,Privada,LUZ COLEGIO EVANGELICO,10,8,80,Alto,Alto ou Muito Alto,46.2,NaN,510.78
1856,SP,RIBEIRAO PRETO,interior,Estadual,WALTER FERREIRA PROFESSOR,56,42,75,M‚dio Alto,M‚dio ou M‚dio Alto,58.3,541.58,510.74
1857,SP,JAU,interior,Privada,HORACIO BERLINCK COLEGIO,64,50,78.13,Alto,Alto ou Muito Alto,84,557.18,510.73
1858,SP,GUARULHOS,interior,Privada,SERRANO GUARDIA COLEGIO,176,102,57.95,Alto,Alto ou Muito Alto,58.1,573.51,510.72
1859,SP,CARDOSO,interior,Privada,CENTRO CULTURAL DE CARDOSO ESCOLA DE ENSINO FUNDAM E MEDIO,16,15,93.75,M‚dio Alto,M‚dio ou M‚dio Alto,76.7,NaN,510.7
1860,SP,SANTO ANDRE,interior,Estadual,AMERICO BRASILIENSE DOUTOR,402,276,68.66,M‚dio Alto,M‚dio ou M‚dio Alto,69.9,604.98,510.66
1861,SP,SAO BERNARDO DO CAMPO,interior,Estadual,FAUSTO CARDOSO FIGUEIRA DE MELLO DOUTOR,169,101,59.76,M‚dio Alto,M‚dio ou M‚dio Alto,62.5,571.4,510.63
1862,SP,LEME,interior,Privada,GLORIAM DEI LICEU,10,8,80,Alto,Alto ou Muito Alto,63.6,NaN,510.61
1863,SP,SAO PAULO,capital,Estadual,BRASILIO MACHADO,255,133,52.16,M‚dio Alto,M‚dio ou M‚dio Alto,61.4,596.53,510.59
1864,SP,CACHOEIRA PAULISTA,interior,Privada,CANCAO NOVA INSTITUTO,72,51,70.83,M‚dio Alto,M‚dio ou M‚dio Alto,38.2,545.36,510.54
1865,SP,SAO PAULO,capital,Privada,GUSTAVO AMARAL COLEGIO,42,30,71.43,Alto,Alto ou Muito Alto,37.7,510.5,510.5
1866,SP,SAO PAULO,capital,Estadual,ZULEIKA DE BARROS MARTINS FERREIRA PROFESSORA,372,236,63.44,M‚dio Alto,M‚dio ou M‚dio Alto,68.9,605.31,510.48
1867,SP,SUZANO,interior,Privada,SESI 174 CENTRO EDUCACIONAL,19,13,68.42,M‚dio Alto,M‚dio ou M‚dio Alto,46.2,NaN,510.42
1868,SP,LUCELIA,interior,Privada,DIMENSAO ENSINO FUNDAMENTAL E MEDIO COLEGIO,10,8,80,Alto,Alto ou Muito Alto,52.9,NaN,510.38
1869,SP,GUARULHOS,interior,Estadual,PAULO ROLIM LOUREIRO DOM,116,75,64.66,M‚dio Alto,M‚dio ou M‚dio Alto,57.4,566.95,510.35
1870,SP,SAO PAULO,capital,Estadual,LAERTE RAMOS DE CARVALHO PROF DR,344,185,53.78,M‚dio Alto,M‚dio ou M‚dio Alto,50.2,603.58,510.26
1871,SP,SAO PAULO,capital,Estadual,JOSE VIEIRA DE MORAES PROF,520,338,65,M‚dio Alto,M‚dio ou M‚dio Alto,62.9,613.43,510.17
1872,SP,PIRAJUI,interior,Estadual,ALFREDO PUJOL DR,166,96,57.83,M‚dio Alto,M‚dio ou M‚dio Alto,64.9,576.07,510.15
1873,SP,SAO PAULO,capital,Estadual,ANDRONICO DE MELLO PROFESSOR,401,218,54.36,M‚dio Alto,M‚dio ou M‚dio Alto,73.4,586.34,510.13
1874,SP,SANTO ANDRE,interior,Privada,SESI 265 CENTRO EDUCACIONAL,46,41,89.13,Alto,Alto ou Muito Alto,53.8,536.16,510.09
1875,SP,GUARULHOS,interior,Privada,PRESBITERIANO DE GUARULHOS COLEGIO,61,36,59.02,Alto,Alto ou Muito Alto,72.4,537.03,510.03
1876,SP,SAO PAULO,capital,Estadual,OSWALDO ARANHA,163,96,58.9,M‚dio Alto,M‚dio ou M‚dio Alto,49.6,584.16,509.8
1877,SP,SAO PAULO,capital,Estadual,NAPOLEAO DE CARVALHO FREIRE PROFESSOR,130,104,80,M‚dio Alto,M‚dio ou M‚dio Alto,56.3,579.85,509.76
1878,SP,PRESIDENTE PRUDENTE,interior,Privada,SAO PAULO COLEGIO,36,28,77.78,Alto,Alto ou Muito Alto,56.9,NaN,509.71
1879,SP,LIMEIRA,interior,Privada,APROVADO DE LIMEIRA COLEGIO,81,54,66.67,M‚dio Alto,M‚dio ou M‚dio Alto,45.9,553.98,509.66
1880,SP,JALES,interior,Estadual,ARTUR HORSTHUIS DOM,103,75,72.82,M‚dio Alto,M‚dio ou M‚dio Alto,77.3,570.65,509.66
1881,SP,IBIUNA,interior,Privada,COOPERATIVA DE IBIUNA ESCOLA,13,10,76.92,M‚dio Alto,M‚dio ou M‚dio Alto,64.1,NaN,509.65
1882,SP,GUARATINGUETA,interior,Privada,TABLEAU COLEGIO,18,9,50,Alto,Alto ou Muito Alto,57.7,NaN,509.54
1883,SP,SAO PAULO,capital,Estadual,MIGUEL MALUHY COMENDADOR,213,109,51.17,M‚dio Alto,M‚dio ou M‚dio Alto,58.6,580.51,509.54
1884,SP,ITAPETININGA,interior,Estadual,ADHERBAL DE PAULA FERREIRA,94,67,71.28,M‚dio Alto,M‚dio ou M‚dio Alto,69.2,564.7,509.48
1885,SP,FARTURA,interior,Estadual,MARCOS RIBEIRO CORONEL,87,64,73.56,M‚dio,M‚dio ou M‚dio Alto,70.5,564.73,509.47
1886,SP,ITAQUAQUECETUBA,interior,Privada,APOLLO COLEGIO,21,16,76.19,Alto,Alto ou Muito Alto,63.5,NaN,509.38
1887,SP,CARAPICUIBA,interior,Estadual,WILLIAN RODRIGUES REBUA PROFESSOR,43,33,76.74,M‚dio Alto,M‚dio ou M‚dio Alto,62.5,522.04,509.36
1888,SP,CAPIVARI,interior,Estadual,MARIA JANUARIA VAZ TUCCORI PROFESSORA,132,73,55.3,M‚dio Alto,M‚dio ou M‚dio Alto,39.6,574.23,509.35
1889,SP,BARIRI,interior,Estadual,EPHIGENIA CARDOSO MACHADO FORTUNATO PROFESSORA,166,84,50.6,M‚dio Alto,M‚dio ou M‚dio Alto,52.3,577.08,509.24
1890,SP,BAURU,interior,Privada,INTERATIVO COLEGIO UNIDADE I,46,32,69.57,Alto,Alto ou Muito Alto,54.8,519.44,509.23
1891,SP,SAO PAULO,capital,Privada,MARIA JOSE COLEGIO,10,8,80,M‚dio Alto,M‚dio ou M‚dio Alto,50,NaN,509.23
1892,SP,SAO PAULO,capital,Privada,TOBIAS DE AGUIAR COLEGIO,46,29,63.04,Alto,Alto ou Muito Alto,58.3,NaN,509.2
1893,SP,CAJURU,interior,Privada,ATHENAS COLEGIO,21,18,85.71,Alto,Alto ou Muito Alto,70.7,NaN,509.17
1894,SP,RIO CLARO,interior,Estadual,RAUL FERNANDES CHANCELER,23,16,69.57,M‚dio Alto,M‚dio ou M‚dio Alto,60.3,NaN,509.09
1895,SP,CARAGUATATUBA,interior,Estadual,COLONIA DOS PESCADORES,159,99,62.26,M‚dio Alto,M‚dio ou M‚dio Alto,74.4,575.19,509.05
1896,SP,GUARULHOS,interior,Estadual,MARIA APARECIDA RODRIGUES PROFESSORA,194,101,52.06,M‚dio Alto,M‚dio ou M‚dio Alto,58.9,577.27,509.03
1897,SP,SAO PAULO,capital,Privada,SANTA MARIA DE NAZARE COLEGIO UNIDADE I,21,12,57.14,Alto,Alto ou Muito Alto,57.9,NaN,509.01
1898,SP,GUARULHOS,interior,Estadual,CRISPINIANO CONSELHEIRO,284,183,64.44,M‚dio Alto,M‚dio ou M‚dio Alto,56.3,598.27,508.9
1899,SP,MAUA,interior,Estadual,THEREZINHA SARTORI PROFESSORA,295,182,61.69,M‚dio Alto,M‚dio ou M‚dio Alto,62.6,593.8,508.78
1900,SP,PENAPOLIS,interior,Privada,SAO FRANCISCO DE ASSIS EEM E ED PROFISSIONAL NIVEL TECNICO,71,49,69.01,M‚dio Alto,M‚dio ou M‚dio Alto,61.8,548.01,508.73
1901,SP,SAO PAULO,capital,Estadual,MARIO MARQUES DE OLIVEIRA PROFESSOR,452,287,63.5,M‚dio Alto,M‚dio ou M‚dio Alto,61.5,612.78,508.65
1902,SP,SAO PAULO,capital,Privada,PENHA DE FRANCA COLEGIO,20,14,70,Muito Alto,Alto ou Muito Alto,39.5,NaN,508.31
1903,SP,JUNDIAI,interior,Estadual,SIQUEIRA DE MORAES CORONEL,94,47,50,M‚dio Alto,M‚dio ou M‚dio Alto,58.9,549.9,508.27
1904,SP,SAO VICENTE,interior,Estadual,MARTIM AFONSO,205,112,54.63,M‚dio Alto,M‚dio ou M‚dio Alto,66,582.08,508.24
1905,SP,SAO VICENTE,interior,Privada,FORTEC ESCOLA TECNICA UNID IV,175,96,54.86,Alto,Alto ou Muito Alto,53.5,582.48,508.22
1906,SP,PIRACICABA,interior,Estadual,RIO BRANCO BARAO DO,57,36,63.16,M‚dio Alto,M‚dio ou M‚dio Alto,62.5,524.72,508.19
1907,SP,ARARAQUARA,interior,Estadual,LYSANIAS DE OLIVEIRA CAMPOS PROF,54,27,50,M‚dio Alto,M‚dio ou M‚dio Alto,42.7,NaN,508.17
1908,SP,SAO JOSE DO RIO PRETO,interior,Estadual,PIO X,168,87,51.79,M‚dio Alto,M‚dio ou M‚dio Alto,73.3,575.73,508.14
1909,SP,SAO BERNARDO DO CAMPO,interior,Estadual,MARIA AUXILIADORA MARQUES PROFESSORA,112,76,67.86,M‚dio Alto,M‚dio ou M‚dio Alto,73.9,561.65,508.07
1910,SP,SAO PAULO,capital,Privada,ELLEN G WHITE ADVENTISTA COLEGIO,127,91,71.65,Alto,Alto ou Muito Alto,74.5,574.48,508.06
1911,SP,SAO ROQUE,interior,Privada,SAO ROQUE ESCOLA COOPERATIVA,19,18,94.74,Alto,Alto ou Muito Alto,85,NaN,508.06
1912,SP,SAO PAULO,capital,Estadual,MARIA PETRONILA LIMEIRA DOS MILAGRES MONTEIRO PROFESSORA,152,109,71.71,M‚dio Alto,M‚dio ou M‚dio Alto,59.9,576.01,508.01
1913,SP,UBATUBA,interior,Privada,MV COLEGIO,21,19,90.48,Alto,Alto ou Muito Alto,60.9,NaN,507.96
1914,SP,PIRACICABA,interior,Estadual,OLIVIA BIANCO PROFESSORA,173,88,50.87,M‚dio Alto,M‚dio ou M‚dio Alto,74.3,580.96,507.96
1915,SP,COTIA,interior,Estadual,SIDRONIA NUNES PIRES,139,94,67.63,M‚dio Alto,M‚dio ou M‚dio Alto,71.6,575.51,507.91
1916,SP,MAUA,interior,Privada,EUCLYDES DA CUNHA COLEGIO,17,11,64.71,Alto,Alto ou Muito Alto,25.7,NaN,507.89
1917,SP,CAMPINAS,interior,Estadual,CARLOS GOMES,365,183,50.14,M‚dio Alto,M‚dio ou M‚dio Alto,61.4,582.36,507.87
1918,SP,PARAGUACU PAULISTA,interior,Privada,SESI 380 CENTRO EDUCACIONAL,30,26,86.67,M‚dio Alto,M‚dio ou M‚dio Alto,69.2,NaN,507.79
1919,SP,BAURU,interior,Privada,NOROESTE LICEU,23,16,69.57,Alto,Alto ou Muito Alto,47.5,NaN,507.74
1920,SP,SAO PAULO,capital,Privada,SAO FRANCISCO DE PAULA COLEGIO,15,11,73.33,Alto,Alto ou Muito Alto,42.4,NaN,507.68
1921,SP,ALUMINIO,interior,Privada,SESI 192 CENTRO EDUCACIONAL,28,25,89.29,Alto,Alto ou Muito Alto,74.4,NaN,507.66
1922,SP,LIMEIRA,interior,Estadual,LAZARO DUARTE DO PATEO PROFESSOR,73,56,76.71,M‚dio Alto,M‚dio ou M‚dio Alto,58.1,558.69,507.66
1923,SP,SAO JOSE DOS CAMPOS,interior,Estadual,JOAQUIM ANDRADE MEIRELLES PROFESSOR,102,55,53.92,M‚dio Alto,M‚dio ou M‚dio Alto,51.6,557.53,507.64
1924,SP,AGUDOS,interior,Estadual,FARID FAYAD PROF,64,40,62.5,M‚dio Alto,M‚dio ou M‚dio Alto,58.3,541.12,507.63
1925,SP,MOGI DAS CRUZES,interior,Estadual,DEODATO WERTHEIMER DOUTOR,310,173,55.81,M‚dio Alto,M‚dio ou M‚dio Alto,57.4,596.39,507.61
1926,SP,ADAMANTINA,interior,Estadual,EUDECIO LUIZ VICENTE PROF ETE,120,108,90,M‚dio Alto,M‚dio ou M‚dio Alto,44.1,574.66,507.56
1927,SP,PINDAMONHANGABA,interior,Privada,SESI 387 CENTRO EDUCACIONAL,21,18,85.71,Alto,Alto ou Muito Alto,46.2,NaN,507.5
