,gid,UF,nome,Censo,PIB,Pop_est_2009,PIB_percapita,Descrição,classe,desemprego
228,4624,SÃO PAULO,Leme,2010,1338844.125,88995,15044.04003906,Produto Interno Bruto per capita,2,
229,4685,SÃO PAULO,Nova Europa,2010,113681.1171875,10092,11264.48046875,Produto Interno Bruto per capita,2,
230,2031,MARANHÃO,Bequimão,2010,64784.91796875,21508,3012.12988281,Produto Interno Bruto per capita,1,6
231,3482,PARANÁ,Quedas do Iguaçu,2010,477660.84375,31976,14938.11035156,Produto Interno Bruto per capita,2,3.3
232,2184,PARAÍBA,Maturéia,2010,24164.58789062,6029,4008.06005859,Produto Interno Bruto per capita,1,9.4
233,708,ALAGOAS,Passo de Camaragibe,2010,59784.6875,14261,4192.18017578,Produto Interno Bruto per capita,1,10.3
234,4843,SÃO PAULO,São João das Duas Pontes,2010,31190.76757812,2630,11859.61035156,Produto Interno Bruto per capita,2,6.3
235,4798,SÃO PAULO,Promissão,2010,771585.3125,37570,20537.26953125,Produto Interno Bruto per capita,2,6.2
236,3550,PERNAMBUCO,Santa Cruz,2010,53805.15234375,14782,3639.90991211,Produto Interno Bruto per capita,1,9
237,1288,SERGIPE,Pacatuba,2010,153896,12870,11957.73046875,Produto Interno Bruto per capita,2,8.6
238,4394,BAHIA,Coribe,2010,63455.30859375,14895,4260.18017578,Produto Interno Bruto per capita,1,9.1
239,1676,RIO GRANDE DO NORTE,Messias Targino,2010,21696.81640625,3923,5530.66992188,Produto Interno Bruto per capita,1,
240,1169,ESPIRITO SANTO,Alto Rio Novo,2010,47128.93359375,6172,7635.93017578,Produto Interno Bruto per capita,1,7.7
241,4689,SÃO PAULO,Novais,2010,37936.8671875,3974,9546.26953125,Produto Interno Bruto per capita,1,8.1
242,1270,PIAUÍ,Campo Grande do Piauí,2010,20200.31054688,5898,3424.93994141,Produto Interno Bruto per capita,1,5.9
243,3555,MINAS GERAIS,Inhapim,2010,150295.234375,24952,6023.37011719,Produto Interno Bruto per capita,1,7.1
244,5283,SANTA CATARINA,Ermo,2010,40582.9296875,1857,21854.02929688,Produto Interno Bruto per capita,2,7.1
245,4412,BAHIA,Araças,2010,97321.03125,12209,7971.25,Produto Interno Bruto per capita,1,9.5
246,4386,BAHIA,Conceição do Almeida,2010,69316.4296875,17974,3856.47998047,Produto Interno Bruto per capita,1,9.3
247,861,GOIÁS,Orizona,2010,234588.984375,15201,15432.46972656,Produto Interno Bruto per capita,2,5.8
248,1400,CEARÁ,Acarape,2010,56133.1015625,15627,3592.06005859,Produto Interno Bruto per capita,1,5.7
249,2422,PARAÍBA,Pilõezinhos,2010,21413.59960938,5470,3914.72998047,Produto Interno Bruto per capita,1,8.7
250,3245,MINAS GERAIS,Serra Azul de Minas,2010,17296.31054688,4479,3861.64990234,Produto Interno Bruto per capita,1,6.1
251,2619,MINAS GERAIS,Passa-Vinte,2010,12662.79980469,2132,5939.39990234,Produto Interno Bruto per capita,1,6.9
252,3477,PERNAMBUCO,Petrolina,2010,2283346.25,281851,8101.25,Produto Interno Bruto per capita,1,7.8
253,3640,MINAS GERAIS,Juruaia,2010,72658.75,8684,8366.96972656,Produto Interno Bruto per capita,1,6.6
254,4418,BAHIA,Baianópolis,2010,60239.99609375,14195,4243.75,Produto Interno Bruto per capita,1,8.9
255,4088,MATO GROSSO,Gaúcha do Norte,2010,132122.640625,6195,21327.30078125,Produto Interno Bruto per capita,2,6.5
256,2796,MINAS GERAIS,Araújos,2010,61315.7109375,7692,7971.35986328,Produto Interno Bruto per capita,1,6.5
257,4823,SÃO PAULO,Santo Anastácio,2010,225050.078125,21222,10604.5703125,Produto Interno Bruto per capita,2,8
258,2111,RIO GRANDE DO NORTE,Riacho da Cruz,2010,13750.82910156,3165,4344.64990234,Produto Interno Bruto per capita,1,9.9
259,3074,PARANÁ,Peabiru,2010,130212.734375,13347,9755.95996094,Produto Interno Bruto per capita,2,3.4
260,3782,SÃO PAULO,Guzolândia,2010,45986.609375,4917,9352.5703125,Produto Interno Bruto per capita,1,8.1
261,5236,PIAUÍ,Regeneração,2010,60257.28125,18190,3312.65991211,Produto Interno Bruto per capita,1,6.9
262,2452,MARANHÃO,São José dos Basílios,2010,27508.0546875,7489,3673.12988281,Produto Interno Bruto per capita,1,7.6
263,1794,RIO DE JANEIRO,Queimados,2010,1224457.75,139378,8785.16015625,Produto Interno Bruto per capita,1,7.4
264,5402,TOCANTINS,Sucupira,2010,29328.91796875,1741,16846.01953125,Produto Interno Bruto per capita,2,6.6
265,4401,BAHIA,Cruz das Almas,2010,387271.40625,57098,6782.56982422,Produto Interno Bruto per capita,1,9.7
266,3166,MINAS GERAIS,São Sebastião do Oeste,2010,141371.28125,5689,24849.9296875,Produto Interno Bruto per capita,3,6.8
267,871,TOCANTINS,Novo Jardim,2010,21134.14648438,2525,8369.95996094,Produto Interno Bruto per capita,1,5
268,2466,PARAÍBA,Alhandra,2010,233951.8125,18941,12351.61035156,Produto Interno Bruto per capita,2,8.3
269,669,RIO GRANDE DO SUL,Alecrim,2010,68632.7734375,7259,9454.84960938,Produto Interno Bruto per capita,1,3.4
270,5194,PIAUÍ,Riacho Frio,2010,16725.6796875,5093,3284.05004883,Produto Interno Bruto per capita,1,4.8
271,2286,PARÁ,Marabá,2010,3058909,203049,15064.87988281,Produto Interno Bruto per capita,2,6.5
272,5143,TOCANTINS,Angico,2010,19860.26953125,3300,6018.25976562,Produto Interno Bruto per capita,1,5.6
273,952,TOCANTINS,Palmeirópolis,2010,63415.48046875,8492,7467.66992188,Produto Interno Bruto per capita,1,5.3
274,3037,MINAS GERAIS,Santos Dumont,2010,563264.25,47244,11922.45019531,Produto Interno Bruto per capita,2,5.7
275,4449,BAHIA,Feira de Santana,2010,6358135.5,591707,10745.41015625,Produto Interno Bruto per capita,2,8.5
276,4731,SÃO PAULO,Pereiras,2010,143394.953125,8076,17755.68945312,Produto Interno Bruto per capita,2,7
277,5511,SANTA CATARINA,Rio do Sul,2010,1234667.5,59962,20590.83007812,Produto Interno Bruto per capita,2,5.7
278,326,RIO GRANDE DO SUL,Anta Gorda,2010,92337.53125,6326,14596.50976562,Produto Interno Bruto per capita,2,3.9
279,586,TOCANTINS,Santa Fé do Araguaia,2010,59609.5390625,5795,10286.37011719,Produto Interno Bruto per capita,2,5.1
280,4595,BAHIA,Jaborandi,2010,161163.734375,8895,18118.4609375,Produto Interno Bruto per capita,2,8.2
281,3228,MINAS GERAIS,Congonhal,2010,89204.5078125,10261,8693.54980469,Produto Interno Bruto per capita,1,6.9
282,2314,PARÁ,Portel,2010,166577.46875,48945,3403.36010742,Produto Interno Bruto per capita,1,7.8
283,3254,MINAS GERAIS,Silveirânia,2010,14646.60546875,2193,6678.79980469,Produto Interno Bruto per capita,1,7.1
284,1434,RIO GRANDE DO SUL,Campo Bom,2010,1244125.625,59366,20956.86914062,Produto Interno Bruto per capita,2,4.4
285,3160,MINAS GERAIS,São Romão,2010,52772.86328125,9713,5433.22021484,Produto Interno Bruto per capita,1,5.7
286,3140,MINAS GERAIS,São João das Missões,2010,35754.640625,11267,3173.38989258,Produto Interno Bruto per capita,1,
287,2222,PARÁ,Breves,2010,300338.15625,101094,2970.87988281,Produto Interno Bruto per capita,1,7.6
288,3801,PARANÁ,Cerro Azul,2010,182354.265625,18660,9772.46972656,Produto Interno Bruto per capita,2,3.8
289,1189,GOIÁS,Petrolina de Goiás,2010,71342.0625,10061,7090.95019531,Produto Interno Bruto per capita,1,4.4
290,457,RIO GRANDE DO SUL,Coronel Bicaco,2010,115668.953125,7971,14511.21972656,Produto Interno Bruto per capita,2,5.4
291,3908,PARANÁ,Pinhão,2010,474849.625,30295,15674.19042969,Produto Interno Bruto per capita,2,4.1
292,3650,PERNAMBUCO,Bezerros,2010,285545.96875,58354,4893.33984375,Produto Interno Bruto per capita,1,9
293,1106,TOCANTINS,Formoso do Araguaia,2010,251944.96875,18719,13459.3203125,Produto Interno Bruto per capita,2,6.3
294,4740,SÃO PAULO,Piraju,2010,347479.03125,29398,11819.8203125,Produto Interno Bruto per capita,2,7.7
295,1275,GOIÁS,Santo Antônio da Barra,2010,71073.3515625,4295,16547.9296875,Produto Interno Bruto per capita,2,5
296,4979,SANTA CATARINA,Três Barras,2010,377119.4375,18708,20158.18945312,Produto Interno Bruto per capita,2,6.6
297,479,RIO GRANDE DO SUL,São Francisco de Assis,2010,209910.53125,19799,10602.08007812,Produto Interno Bruto per capita,2,5.7
298,126,RORAIMA,Mucajaí,2010,146580.046875,13188,11114.65039062,Produto Interno Bruto per capita,2,8.2
299,1054,SERGIPE,Maruim,2010,157533.96875,15582,10110,Produto Interno Bruto per capita,2,8.7
300,3679,MINAS GERAIS,Lima Duarte,2010,117942.3671875,16494,7150.62011719,Produto Interno Bruto per capita,1,6.5
301,3217,MINAS GERAIS,Comercinho,2010,40922.234375,8637,4738.02001953,Produto Interno Bruto per capita,1,7
302,5275,SANTA CATARINA,Cunha Porã,2010,231428.96875,11079,20888.98046875,Produto Interno Bruto per capita,2,6
303,5075,PIAUÍ,Paquetá,2010,15219.06542969,4686,3247.77001953,Produto Interno Bruto per capita,1,
304,4951,AMAZONAS,Nova Olinda do Norte,2010,108783.34375,31012,3507.7800293,Produto Interno Bruto per capita,1,7.6
305,5363,SANTA CATARINA,Itapoá,2010,136989.625,11489,11923.54980469,Produto Interno Bruto per capita,2,6.5
306,1926,RIO DE JANEIRO,São Sebastião do Alto,2010,83303.6875,9052,9202.79003906,Produto Interno Bruto per capita,1,9.4
307,269,BAHIA,Santaluz,2010,129238.140625,35416,3649.14990234,Produto Interno Bruto per capita,1,9.6
308,1354,ESPIRITO SANTO,Vargem Alta,2010,174520.09375,18637,9364.16992188,Produto Interno Bruto per capita,1,8.4
309,3281,MINAS GERAIS,Cordislândia,2010,34203.63671875,3743,9138.03027344,Produto Interno Bruto per capita,1,6.2
310,2942,MINAS GERAIS,Santa Helena de Minas,2010,24735.28125,6126,4037.75,Produto Interno Bruto per capita,1,4.7
311,3677,MINAS GERAIS,Leopoldina,2010,510692.75,51545,9907.70996094,Produto Interno Bruto per capita,2,5.9
312,3686,MINAS GERAIS,Machado,2010,624136,39509,15797.30957031,Produto Interno Bruto per capita,2,7
313,1027,PIAUÍ,Lagoinha do Piauí,2010,9008.67675781,2676,3366.4699707,Produto Interno Bruto per capita,1,5.4
314,2132,RIO GRANDE DO NORTE,Tenente Laurentino Cruz,2010,25890.28125,5369,4822.18017578,Produto Interno Bruto per capita,1,9.1
315,3968,MATO GROSSO,São Pedro da Cipa,2010,27307.92578125,4241,6439.02978516,Produto Interno Bruto per capita,1,6.1
316,4222,BAHIA,Alagoinhas,2010,1298216.375,137810,9420.33984375,Produto Interno Bruto per capita,1,10.1
317,5439,SANTA CATARINA,Ouro Verde,2010,63212.0859375,2179,29009.6796875,Produto Interno Bruto per capita,3,6.5
318,953,TOCANTINS,Paranã,2010,63521.6015625,10824,5868.58984375,Produto Interno Bruto per capita,1,4.9
319,1566,RIO GRANDE DO NORTE,São José de Mipibu,2010,224160.21875,38404,5836.89990234,Produto Interno Bruto per capita,1,9.2
320,4280,SÃO PAULO,Cunha,2010,127499.703125,23735,5371.79980469,Produto Interno Bruto per capita,1,6.5
321,3283,MINAS GERAIS,Coroaci,2010,55665.796875,11131,5000.97021484,Produto Interno Bruto per capita,1,6.6
322,2927,MINAS GERAIS,Rubim,2010,50577.96484375,9855,5132.20996094,Produto Interno Bruto per capita,1,5.6
323,2624,MINAS GERAIS,Patrocínio do Muriaé,2010,30995.88867188,5613,5522.16015625,Produto Interno Bruto per capita,1,5.9
324,3223,MINAS GERAIS,Conceição do Pará,2010,114920.3671875,4866,23617.00976562,Produto Interno Bruto per capita,3,7.1
325,2333,PARAÍBA,Santo André,2010,11492.10351562,2707,4245.33007812,Produto Interno Bruto per capita,1,9.1
326,3112,MINAS GERAIS,Capitão Enéas,2010,170824.125,14830,11518.8203125,Produto Interno Bruto per capita,2,6.5
327,1918,SÃO PAULO,Valinhos,2010,3042457,107481,28306.9296875,Produto Interno Bruto per capita,3,7.8
328,2600,MINAS GERAIS,Nova Serrana,2010,619228.5625,67967,9110.71972656,Produto Interno Bruto per capita,1,4.7
329,4308,SÃO PAULO,Florínia,2010,97524.5234375,2856,34147.23828125,Produto Interno Bruto per capita,3,7.4
330,2455,MINAS GERAIS,Pedro Leopoldo,2010,865962.75,59064,14661.4296875,Produto Interno Bruto per capita,2,5.5
331,4520,BAHIA,Itiruçu,2010,68143.1640625,16827,4049.62988281,Produto Interno Bruto per capita,1,9
332,3792,PARANÁ,Novo Itacolomi,2010,23699.01367188,2808,8439.8203125,Produto Interno Bruto per capita,1,3.7
333,1572,AMAZONAS,Manaus,2010,40486108,1738641,23286.06054688,Produto Interno Bruto per capita,3,8.4
334,2552,PARAÍBA,Tenório,2010,12547.22851562,2921,4295.52978516,Produto Interno Bruto per capita,1,8.5
335,2831,MINAS GERAIS,Rio Espera,2010,28883.20703125,6728,4292.99023438,Produto Interno Bruto per capita,1,6.2
336,1299,ACRE,Senador Guiomard,2010,217153.859375,19697,11024.71972656,Produto Interno Bruto per capita,2,4.3
337,977,GOIÁS,Jussara,2010,188344.21875,19130,9845.49023438,Produto Interno Bruto per capita,2,4.6
338,3502,MINAS GERAIS,Guarani,2010,78912.1640625,10049,7852.74023438,Produto Interno Bruto per capita,1,4.7
339,4302,SÃO PAULO,Fernandópolis,2010,978006.125,63539,15392.21972656,Produto Interno Bruto per capita,2,8
340,4790,SÃO PAULO,Riolândia,2010,100229.5703125,10542,9507.63964844,Produto Interno Bruto per capita,1,6.6
341,5190,PIAUÍ,São Gonçalo do Gurguéia,2010,10072.890625,2544,3959.4699707,Produto Interno Bruto per capita,1,5.1
342,5407,TOCANTINS,Crixás do Tocantins,2010,20361.1640625,1289,15796.08984375,Produto Interno Bruto per capita,2,6.9
343,949,PIAUÍ,Jardim do Mulato,2010,14268.64648438,4318,3304.45996094,Produto Interno Bruto per capita,1,6.8
344,2029,MARANHÃO,Godofredo Viana,2010,31905.390625,11207,2846.91992188,Produto Interno Bruto per capita,1,6
345,2694,MINAS GERAIS,Aguanil,2010,29883.59179688,4315,6925.50976562,Produto Interno Bruto per capita,1,5
346,2825,MINAS GERAIS,Ribeirão das Neves,2010,1712842.5,349307,4903.54003906,Produto Interno Bruto per capita,1,5.5
347,2133,RIO GRANDE DO NORTE,Ruy Barbosa,2010,17067.80664062,3730,4575.81982422,Produto Interno Bruto per capita,1,
348,61,BAHIA,Mulungu do Morro,2010,39825.95703125,13879,2869.51000977,Produto Interno Bruto per capita,1,9.8
349,372,RIO GRANDE DO SUL,Ajuricaba,2010,129304.8671875,7374,17535.24023438,Produto Interno Bruto per capita,2,5.2
350,788,ALAGOAS,Marechal Deodoro,2010,620477.5,47623,13028.95019531,Produto Interno Bruto per capita,2,8.6
351,1204,PIAUÍ,Acauã,2010,22335.9765625,7354,3037.26000977,Produto Interno Bruto per capita,1,5.2
352,3609,MINAS GERAIS,Itutinga,2010,55648.8046875,4165,13361.05957031,Produto Interno Bruto per capita,2,5.6
353,3347,PERNAMBUCO,Limoeiro,2010,269157.125,57243,4702.00976562,Produto Interno Bruto per capita,1,8.7
354,1414,CEARÁ,Aratuba,2010,50276.91796875,12478,4029.23999023,Produto Interno Bruto per capita,1,4.4
355,543,RIO GRANDE DO SUL,Boa Vista das Missões,2010,54992.50390625,2100,26186.91015625,Produto Interno Bruto per capita,3,5.7
356,1886,CEARÁ,Pindoretama,2010,76975.75,18322,4201.27001953,Produto Interno Bruto per capita,1,5.2
357,2928,MINAS GERAIS,Sabará,2010,1005070.625,126195,7964.43017578,Produto Interno Bruto per capita,1,4.8
358,3799,PARANÁ,Rio Branco do Sul,2010,550602.9375,33142,16613.44921875,Produto Interno Bruto per capita,2,3.7
359,4313,BAHIA,Cabaceiras do Paraguaçu,2010,58247.78515625,18569,3136.83007812,Produto Interno Bruto per capita,1,8
360,3049,MINAS GERAIS,São Geraldo do Baixio,2010,21757.00390625,3461,6286.33007812,Produto Interno Bruto per capita,1,6.3
361,5369,SANTA CATARINA,Jardinópolis,2010,23165.56445312,1881,12315.55957031,Produto Interno Bruto per capita,2,7
362,3668,MINAS GERAIS,Lagoa Santa,2010,672530.5,48213,13949.15039062,Produto Interno Bruto per capita,2,5
363,3240,MINAS GERAIS,Senador Cortes,2010,14030.48046875,2082,6738.93994141,Produto Interno Bruto per capita,1,5.8
364,2591,MINAS GERAIS,Nepomuceno,2010,233659.203125,25152,9289.88964844,Produto Interno Bruto per capita,1,5.8
365,3991,MATO GROSSO,Cocalinho,2010,93218.71875,6103,15274.24023438,Produto Interno Bruto per capita,2,7.4
366,892,PIAUÍ,Sebastião Barros,2010,17421.07421875,4270,4079.87988281,Produto Interno Bruto per capita,1,6.5
367,202,BAHIA,Tanque Novo,2010,70092.859375,16466,4256.81982422,Produto Interno Bruto per capita,1,9.9
368,2989,MINAS GERAIS,Brás Pires,2010,20628.4296875,4615,4469.87011719,Produto Interno Bruto per capita,1,5.2
369,3756,MINAS GERAIS,Monte Azul,2010,94946.1875,22838,4157.37988281,Produto Interno Bruto per capita,1,5.4
370,5061,SÃO PAULO,Mauá,2010,6574846.5,417458,15749.71972656,Produto Interno Bruto per capita,2,7.3
371,150,BAHIA,Planaltino,2010,31850.30078125,8880,3586.75,Produto Interno Bruto per capita,1,7.9
372,3326,MINAS GERAIS,Tupaciguara,2010,294354.84375,23841,12346.58007812,Produto Interno Bruto per capita,2,4.8
373,1373,MATO GROSSO DO SUL,Alcinópolis,2010,92977.2265625,4515,20592.9609375,Produto Interno Bruto per capita,2,5.4
374,177,BAHIA,Serrinha,2010,393287.0625,73859,5324.83984375,Produto Interno Bruto per capita,1,8.4
375,5157,SANTA CATARINA,Abdon Batista,2010,35731.484375,2805,12738.5,Produto Interno Bruto per capita,2,7.4
376,1588,MARANHÃO,Carutapera,2010,67091.46875,21121,3176.5300293,Produto Interno Bruto per capita,1,407
377,2005,RIO DE JANEIRO,Cantagalo,2010,622857.5,20540,30324.11914062,Produto Interno Bruto per capita,3,8
378,1546,CEARÁ,Boa Viagem,2010,195497.71875,56236,3476.37988281,Produto Interno Bruto per capita,1,5.9
379,2930,MINAS GERAIS,Sacramento,2010,527058.9375,23112,22804.56054688,Produto Interno Bruto per capita,3,6.5
380,4487,BAHIA,Ipiaú,2010,271794.59375,43723,6216.27978516,Produto Interno Bruto per capita,1,8.9
381,5215,SANTA CATARINA,Bom Jardim da Serra,2010,47566.6953125,4383,10852.54003906,Produto Interno Bruto per capita,2,7.4
382,5095,SÃO PAULO,Várzea Paulista,2010,1421194,107211,13256.04980469,Produto Interno Bruto per capita,2,5.7
383,1232,GOIÁS,Rio Quente,2010,49451.97265625,3285,15053.87011719,Produto Interno Bruto per capita,2,5.2
384,1134,PIAUÍ,Santana do Piauí,2010,15979.00292969,5015,3186.23999023,Produto Interno Bruto per capita,1,5.4
385,640,RIO GRANDE DO SUL,Carlos Gomes,2010,20166.66992188,1718,11738.45996094,Produto Interno Bruto per capita,2,4.6
386,4785,SÃO PAULO,Riversul,2010,43661.6171875,6520,6696.56982422,Produto Interno Bruto per capita,1,7.8
387,747,ACRE,Assis Brasil,2010,48347.30078125,5662,8538.91015625,Produto Interno Bruto per capita,1,3.9
388,2155,PARAÍBA,Araruna,2010,78491.8515625,20009,3922.83007812,Produto Interno Bruto per capita,1,8.6
389,3623,MINAS GERAIS,Jequitaí,2010,44734.484375,8117,5511.20996094,Produto Interno Bruto per capita,1,5.7
390,4388,BAHIA,Conceição do Jacuípe,2010,404286.28125,28769,14052.83984375,Produto Interno Bruto per capita,2,8
391,4474,BAHIA,Ibirapitanga,2010,94739.7421875,24223,3911.14990234,Produto Interno Bruto per capita,1,10.2
392,1078,GOIÁS,Acreúna,2010,292935.15625,19246,15220.5703125,Produto Interno Bruto per capita,2,5.5
393,760,ALAGOAS,São Miguel dos Milagres,2010,29789.48828125,7601,3919.14990234,Produto Interno Bruto per capita,1,8.9
394,1104,MATO GROSSO,Pontes e Lacerda,2010,523958.28125,39228,13356.74023438,Produto Interno Bruto per capita,2,6.9
395,2695,MINAS GERAIS,Águas Formosas,2010,92617.0078125,19310,4796.31982422,Produto Interno Bruto per capita,1,5.3
396,3885,PARANÁ,Imbituva,2010,220502.328125,28660,7693.72998047,Produto Interno Bruto per capita,1,3.5
397,4422,SÃO PAULO,Alto Alegre,2010,38369.390625,4267,8992.12011719,Produto Interno Bruto per capita,1,
398,1462,ESPIRITO SANTO,João Neiva,2010,162151.4375,14621,,Produto Interno Bruto per capita,2,6.8
399,5351,PIAUÍ,Valença do Piauí,2010,90192.671875,20303,4442.33007812,Produto Interno Bruto per capita,1,5.9
400,2727,MINAS GERAIS,Pompéu,2010,387824.65625,29929,12958.16015625,Produto Interno Bruto per capita,2,5.2
401,749,ACRE,Epitaciolândia,2010,129641.09375,14224,9114.25,Produto Interno Bruto per capita,1,3
402,3390,MINAS GERAIS,Veríssimo,2010,77581.65625,3991,19439.15039062,Produto Interno Bruto per capita,2,5.1
403,5008,PIAUÍ,São João da Serra,2010,22621.08203125,6877,3289.37988281,Produto Interno Bruto per capita,1,6.8
404,1089,PIAUÍ,Coronel José Dias,2010,13511.09667969,4484,3013.17993164,Produto Interno Bruto per capita,1,5.8
405,3000,MINAS GERAIS,Cachoeira da Prata,2010,29977.31835938,3936,7616.18994141,Produto Interno Bruto per capita,1,5.5
406,3051,MINAS GERAIS,São Gonçalo do Pará,2010,77404.9296875,11246,6882.89013672,Produto Interno Bruto per capita,1,4.8
407,5032,SÃO PAULO,Bragança Paulista,2010,2389078.25,145894,16375.44042969,Produto Interno Bruto per capita,2,7.4
408,4016,MATO GROSSO,General Carneiro,2010,98700.0546875,5028,19630.08007812,Produto Interno Bruto per capita,2,8
409,2495,MARANHÃO,São Roberto,2010,17869.60351562,5217,3425.26000977,Produto Interno Bruto per capita,1,6.1
410,2296,PARÁ,Nova Esperança do Piriá,2010,69204.703125,24062,2876.10009766,Produto Interno Bruto per capita,1,7
